"dataset"	"p"	"q"	"gamma"	"beta"	"beta_corrected"	"R0"	"R0_corrected"	"gamma_bayes_mean"	"gamma_bayes_median"	"beta_bayes_mean"	"beta_bayes_median"	"R0_bayes_mean"	"R0_bayes_median"
26	1	0	0.0507365827546485	0.174039822267364	0.186991794042115	3.43026299404089	4.10246521076397	0.0515225054634486	0.0508550568316334	0.190401069888993	0.186390830335593	3.98019979084604	3.68588860693912
26	1	0.2	0.0507365827546485	0.174039822267364	0.189280371741198	3.43026299404089	4.28347891764834	0.0507188496010287	0.0498083073703367	0.188258402163288	0.181041799656825	3.96887191547189	3.7427914573386
26	1	0.4	0.0507365827546485	0.174039822267364	0.187650588393678	3.43026299404089	4.06921891426014	0.049766769877805	0.048821566168919	0.186882914529277	0.182123205328445	4.05684536787214	3.76296542101189
26	1	0.6	0.0507365827546485	0.174039822267364	0.188704549454895	3.43026299404089	4.19457339378109	0.0497054136594488	0.0476884748742118	0.187827762106726	0.183846572880916	4.07012347770796	3.73197979070481
26	1	0.8	0.0507365827546485	0.174039822267364	0.186424326957604	3.43026299404089	4.14142885649586	0.0509198696799918	0.0501972768865876	0.190210420389512	0.187010194361724	4.00652173522899	3.69468359886601
26	1	1	0.0507365827546485	0.174039822267364	0.188156806515886	3.43026299404089	4.18302876062526	0.0496501848818408	0.0478294176552929	0.184707127662096	0.178152523665619	4.01868691708453	3.68885147234269
27	0.4	0	0.0506803289683785	0.217573419233963	0.170263917327675	4.29305459658157	5.21884901103919	0.0506803289683785	0.0506803289683785	0.198227737054286	0.192410566948575	3.91133485297556	3.7965532360421
27	0.4	0.2	0.0617836651233079	0.232897860312498	0.216658748227942	3.76957015819117	4.44439135737092	0.0617836651233079	0.0617836651233079	0.22285413646663	0.21487274200848	3.60700738652939	3.47782446346679
27	0.4	0.4	0.0567524822341497	0.186193694350369	0.139630018768895	3.28080265427281	3.90711442911787	0.0567524822341497	0.0567524822341497	0.212323881385693	0.207492025571361	3.74122633983983	3.65608723007549
27	0.4	0.6	0.0598954710584984	0.183561637521927	0.196284666819521	3.06469978911506	3.70584915724098	0.0598954710584984	0.0598954710584984	0.24213760396721	0.236520349655719	4.04266966580362	3.94888537440027
27	0.4	0.8	0.0575453449732677	0.17065292859175	0.162628209273532	2.96553837101899	3.72139664871977	0.0575453449732677	0.0575453449732677	0.18132780034833	0.175625414741427	3.1510420249034	3.05194824747358
27	0.4	1	0.0541056128322749	0.155094667413399	0.150310484267477	2.86651715588521	3.66086715758085	0.0541056128322749	0.0541056128322749	0.180572029065335	0.174265603974636	3.33739920154126	3.22084151444421
27	0.6	0	0.0568926813590268	0.196372609034666	0.173166160564175	3.45163216680609	3.84864887631559	0.0568926813590268	0.0568926813590268	0.218167764290033	0.21383206683131	3.83472459160896	3.75851624011008
27	0.6	0.2	0.051332078949097	0.192930659221399	0.193791603620206	3.75848130781371	4.70796196460333	0.051332078949097	0.051332078949097	0.23080139768009	0.222865360972317	4.49624099403732	4.34163909849277
27	0.6	0.4	0.0573884799728866	0.177469042808501	0.166745392328157	3.09241581049624	3.58304790679368	0.0573884799728866	0.0573884799728866	0.207341005110144	0.204842309151518	3.61293773956208	3.56939771271685
27	0.6	0.6	0.0521879575949487	0.182700301707522	0.197596135303647	3.50081340844053	4.50205686678509	0.0521879575949487	0.0521879575949487	0.220032461362334	0.212357364474477	4.21615390795886	4.06908747268223
27	0.6	0.8	0.0594579363513736	0.180126303420166	0.188281313226309	3.0294745239002	3.59650648151237	0.0594579363513736	0.0594579363513736	0.212252228262649	0.208963972984139	3.56978800959924	3.51448411780123
27	0.6	1	0.0526077541127751	0.155181518026032	0.167098743217201	2.94978412675382	3.58326209191014	0.0526077541127751	0.0526077541127751	0.227311199241948	0.215097888187885	4.32086872126611	4.08871071984522
27	0.8	0	0.0539678948020484	0.184849982465191	0.190008902397744	3.42518423487171	4.0834608179816	0.0539678948020484	0.0539678948020484	0.202013053151062	0.194026704159106	3.74320795524888	3.59522462143069
27	0.8	0.2	0.0519474062538759	0.212944314272036	0.226714118846813	4.09922900156632	5.28194281234307	0.0519474062538759	0.0519474062538759	0.202691110100364	0.201304140944222	3.90185236794649	3.87515287982645
27	0.8	0.4	0.0563084132630369	0.200133886548998	0.218288592379375	3.55424482686274	4.36114833220338	0.0563084132630369	0.0563084132630369	0.215003539642806	0.210681455432294	3.81831998423482	3.74156264088148
27	0.8	0.6	0.0544406351358612	0.199152419543751	0.214810556049536	3.65815753337097	4.68688843604553	0.0544406351358612	0.0544406351358612	0.212287984382579	0.209655952135242	3.8994398917793	3.85109305966082
27	0.8	0.8	0.0559381611580326	0.169657419760147	0.176902455111747	3.03294595760564	3.44062676282028	0.0559381611580326	0.0559381611580326	0.18983558049874	0.184901900257314	3.3936685898993	3.30546976213505
27	0.8	1	0.0539678948020484	0.171908879549599	0.181802391068902	3.18539161440616	3.86024763377729	0.0539678948020484	0.0539678948020484	0.191084999191383	0.187842057738686	3.54071619603236	3.4806259986179
27	1	0	0.055598677113352	0.180969448957548	0.185765006477829	3.25492364842775	3.86378891406298	0.0554796636864341	0.0545165210203463	0.199260530046465	0.19253025539344	3.88364672618533	3.65069119681274
27	1	0.2	0.055598677113352	0.180969448957548	0.196162581333419	3.25492364842775	3.91977118625906	0.0559496154497383	0.0544108124493005	0.193151090903683	0.185396843832438	3.72289326847073	3.46458911436348
27	1	0.4	0.055598677113352	0.180969448957548	0.182252306169386	3.25492364842775	3.87384147951309	0.0566204721139514	0.055180468822208	0.197358985724987	0.189278447681305	3.75210533969638	3.53798508623671
27	1	0.6	0.055598677113352	0.180969448957548	0.188546174287857	3.25492364842775	3.82073510181689	0.0561601411510873	0.0542871887000604	0.198930978128761	0.193307131896305	3.8090887391635	3.61080290285799
27	1	0.8	0.055598677113352	0.180969448957548	0.189112023269498	3.25492364842775	3.81770521101792	0.0547223722612942	0.0537539219991267	0.196529831079412	0.188950080650967	3.85888714982747	3.65461529798691
27	1	1	0.055598677113352	0.180969448957548	0.180976489759422	3.25492364842775	3.84462775591534	0.0566833877692768	0.0557201143217879	0.195794257439086	0.193793331957355	3.7103110333565	3.48186084814486
28	0.4	0	0.0435573367781152	0.179175551685359	0.169581008526048	4.11355617534871	4.80285435550322	0.0435573367781152	0.0435573367781152	0.192663905215944	0.186098119153568	4.42322509747073	4.2724861738349
28	0.4	0.2	0.0501957149372309	0.197239957924046	0.183753835553078	3.92941824159078	4.90788220595594	0.0501957149372309	0.0501957149372309	0.186079272836238	0.182892044999871	3.70707485826086	3.64357884390282
28	0.4	0.4	0.0500524271994059	0.164279411145704	0.155398513071423	3.28214674767369	3.99023252620779	0.0500524271994059	0.0500524271994059	0.190584463000188	0.183956019296997	3.80769672249681	3.67526670712944
28	0.4	0.6	0.0524017037895746	0.150868432169521	0.15537739145899	2.8790749395354	3.43610811714383	0.0524017037895746	0.0524017037895746	0.184851592003692	0.17749494415339	3.52758743772886	3.38719795955761
28	0.4	0.8	0.0491051606618539	0.139178837385203	0.154059731066903	2.83430163977288	3.38198253173109	0.0491051606618539	0.0491051606618539	0.186208111539967	0.180020151445124	3.79202733542054	3.66601287968024
28	0.4	1	0.0503514049236675	0.145316124464262	0.144651575245378	2.88603912213693	3.66016120553361	0.0503514049236675	0.0503514049236675	0.174181796804351	0.171633231676587	3.45932347008807	3.40870789875242
28	0.6	0	0.0483194804894555	0.199518507106804	0.194633917966312	4.12915257129769	5.21534870036967	0.0483194804894555	0.0483194804894555	0.183914602081893	0.178513712003499	3.80622060127546	3.69444601215146
28	0.6	0.2	0.0478265910509065	0.179992838071983	0.169462679675378	3.76344694691703	4.67950787569005	0.0478265910509065	0.0478265910509065	0.19318443344567	0.188287287451715	4.03926830662142	3.93687451508519
28	0.6	0.4	0.046741002639342	0.158479488372138	0.169917416724605	3.39058812227415	4.05177502797324	0.046741002639342	0.046741002639342	0.191012016622071	0.183265751878661	4.08660503275759	3.92087763484143
28	0.6	0.6	0.0459984836772722	0.145858707520151	0.144182975421853	3.17094599342674	3.72758345812126	0.0459984836772722	0.0459984836772722	0.176820974905103	0.173570172248173	3.84406095091499	3.7733889983407
28	0.6	0.8	0.0489176580732842	0.154811474444753	0.168421980239744	3.16473601849107	3.86328045621425	0.0489176580732842	0.0489176580732842	0.187781906605541	0.182717140577312	3.83873460017693	3.73519804042092
28	0.6	1	0.0482610401560388	0.158293543272618	0.15883214399741	3.27994470821224	4.26731342018961	0.0482610401560388	0.0482610401560388	0.177984042628827	0.171580831052296	3.68794460404013	3.55526591423511
28	0.8	0	0.0500474242858815	0.187952296400532	0.206778768009311	3.75548390516379	4.55387476578123	0.0500474242858815	0.0500474242858815	0.174725688441359	0.170185655193099	3.49120241320091	3.40048778976042
28	0.8	0.2	0.0482313044397841	0.163709002718791	0.165108763475571	3.39424787739628	4.0318830159696	0.0482313044397841	0.0482313044397841	0.185724790664574	0.18017675153847	3.8507105047604	3.7356806669705
28	0.8	0.4	0.0474460724756521	0.159363742329392	0.180086582034131	3.35883949954283	4.08834789488112	0.0474460724756521	0.0474460724756521	0.187704414602079	0.181219793683475	3.95616338314204	3.81948988035777
28	0.8	0.6	0.0499837603375244	0.160453141561008	0.164633050586005	3.21010545180113	3.8138585723116	0.0499837603375244	0.0499837603375244	0.181290754855967	0.178823603129506	3.62699312000075	3.57763405398009
28	0.8	0.8	0.048005581815041	0.159644977496855	0.179295928182658	3.3255503102107	4.11090900801363	0.048005581815041	0.048005581815041	0.176090969861897	0.171094847179405	3.66813531268825	3.56406152598276
28	0.8	1	0.0480451679387378	0.148527740002796	0.165511743180531	3.09141889548983	3.75331674232006	0.0480451679387378	0.0480451679387378	0.174976719078006	0.171702882135914	3.64192127085742	3.5737804549846
28	1	0	0.048589450516987	0.163876474590918	0.170677864785803	3.37267602015022	4.08554484774941	0.0495383141127555	0.0488829841702802	0.177759452661578	0.173281006820823	3.8317541506835	3.64427573883734
28	1	0.2	0.048589450516987	0.163876474590918	0.168318591675595	3.37267602015022	3.96367064752254	0.0483541727690216	0.0472083693247712	0.177588737603214	0.170770290134793	3.96721273888001	3.63585930128461
28	1	0.4	0.048589450516987	0.163876474590918	0.181239345654222	3.37267602015022	4.04407811273039	0.049346203479993	0.0481636491781993	0.178416422163352	0.173036928492837	3.91842784328129	3.60210364597217
28	1	0.6	0.048589450516987	0.163876474590918	0.165308295747126	3.37267602015022	4.047501178316	0.0482227644162704	0.0467869528666938	0.175204407229186	0.171669793689256	3.9160078852246	3.5633757678192
28	1	0.8	0.048589450516987	0.163876474590918	0.179819147006094	3.37267602015022	4.07828373642446	0.0479911539371796	0.0460112733659427	0.175496776848787	0.166754052380089	3.97499547600551	3.62183367444166
28	1	1	0.048589450516987	0.163876474590918	0.174396271850374	3.37267602015022	4.06972928795154	0.0489101696863556	0.048294268804487	0.17723983134716	0.171377572193496	3.89154369543251	3.70315111965643
29	0.4	0	0.0527479987673222	0.225635916768046	0.213475904104123	4.27762042240414	5.27118787530532	0.0527479987673222	0.0527479987673222	0.204478784233637	0.196741046201809	3.87652212429172	3.72982958215454
29	0.4	0.2	0.0553811539130684	0.232504674482027	0.183131423517767	4.19826345343018	5.4334569319453	0.0553811539130684	0.0553811539130684	0.211104895218509	0.203483416385208	3.81185439996211	3.67423576447351
29	0.4	0.4	0.0607541688954209	0.193968264093467	0.16632522008544	3.19267414269718	3.68918237731611	0.0607541688954209	0.0607541688954209	0.215729420522704	0.209104214073896	3.55085789905297	3.44180848616064
29	0.4	0.6	0.059591994022082	0.169103155033921	0.128818338256742	2.83768244055164	3.28495493477021	0.059591994022082	0.059591994022082	0.216244530307632	0.212989356181976	3.6287513760238	3.57412702288586
29	0.4	0.8	0.0614727368008413	0.154344688246561	0.148397543382191	2.5107827677594	2.71398790226681	0.0614727368008413	0.0614727368008413	0.223703703196194	0.217030690953491	3.63907180382983	3.53051941800843
29	0.4	1	0.0589644176304423	0.170975566209135	0.171472255939253	2.89963969933052	3.68770041463892	0.0589644176304423	0.0589644176304423	0.22248270177317	0.212050150282334	3.77316881458193	3.59623920329973
29	0.6	0	0.0557694295383213	0.194551544658961	0.173645880830195	3.48849802247443	3.92781933812025	0.0557694295383213	0.0557694295383213	0.214284612845166	0.208646410013754	3.84233108746294	3.74123263840067
29	0.6	0.2	0.0563559177191383	0.180077409047343	0.155506674651841	3.19535935773058	3.49606680255188	0.0563559177191383	0.0563559177191383	0.198621678011316	0.196244133068591	3.52441564346781	3.48222761709987
29	0.6	0.4	0.0561522116867864	0.212582160172605	0.234751916725964	3.78581989536539	4.82965001484964	0.0561522116867864	0.0561522116867864	0.210963991180558	0.199095600636564	3.757002348497	3.5456412963234
29	0.6	0.6	0.0594434901576829	0.185978725637794	0.187842726885822	3.12866430191862	3.68816032740251	0.0594434901576829	0.0594434901576829	0.222952561517803	0.219509170146441	3.7506640496106	3.69273690969625
29	0.6	0.8	0.0545159640395392	0.168954243825225	0.184655467555686	3.09917006517001	3.66833218091459	0.0545159640395392	0.0545159640395392	0.208637133097547	0.202478944663008	3.82708325484673	3.71412206002915
29	0.6	1	0.0584562261881831	0.178348806185636	0.187714649526193	3.05098049969036	3.84486391382383	0.0584562261881831	0.0584562261881831	0.236733153407719	0.22944684466015	4.04975087932676	3.92510532447837
29	0.8	0	0.0578134648846936	0.206845150158246	0.204537216446016	3.57780234363724	4.1604494858429	0.0578134648846936	0.0578134648846936	0.21797586273086	0.213422278627542	3.77033037486343	3.69156699141288
29	0.8	0.2	0.0585825815085465	0.215344280927801	0.227223590063251	3.67590972235297	4.61899065543336	0.0585825815085465	0.0585825815085465	0.199815710168557	0.195477538299119	3.41083825640913	3.3367860081516
29	0.8	0.4	0.0543463700705591	0.193030999939887	0.201387442134973	3.55186555586455	4.3695870275046	0.0543463700705591	0.0543463700705591	0.21763930242295	0.214648487454114	4.00467045251383	3.94963798272877
29	0.8	0.6	0.0568578398199109	0.184973757994986	0.194647547662639	3.25326742241464	3.84681938769323	0.0569092530129126	0.0556155840828174	0.201215559157382	0.196760113024461	3.76619006586026	3.50004794267039
29	0.8	0.8	0.0590185378871167	0.171669472223642	0.182025129463559	2.9087381417681	3.25752895085317	0.0590185378871167	0.0590185378871167	0.210233808726071	0.209961365833089	3.56216565595338	3.55754943022609
29	0.8	1	0.0580556600945829	0.166208334157699	0.178630730781156	2.86291351931777	3.31142346842065	0.0580556600945829	0.0580556600945829	0.215944371638317	0.213747422439283	3.71960927300637	3.68176715398724
29	1	0	0.0568578398199109	0.184973757994986	0.210347400738452	3.25326742241464	3.94492449411471	0.0562872083919737	0.0549838954381053	0.198670858207033	0.193141177539949	3.78286627380428	3.5410853554394
29	1	0.2	0.0568578398199109	0.184973757994986	0.18610385373611	3.25326742241464	3.81781230585507	0.0571692406215842	0.0553617674878227	0.197454942082256	0.192532702418302	3.74007347149616	3.53838825848993
29	1	0.4	0.0568578398199109	0.184973757994986	0.192201419231215	3.25326742241464	3.78902655135883	0.0562403434827731	0.0556853337391728	0.205266004177141	0.200565442766137	3.91790184502745	3.67869259119656
29	1	0.6	0.0568578398199109	0.184973757994986	0.2049112834525	3.25326742241464	3.87756724354044	0.056176512612015	0.0544345619267146	0.199919428156765	0.195583257774477	3.8153411213027	3.58259319151788
29	1	0.8	0.0568578398199109	0.184973757994986	0.194354482991256	3.25326742241464	3.85151742362174	0.0574347393995232	0.0563712804625635	0.20901205843142	0.204129065030213	3.96323085092122	3.63802598840183
29	1	1	0.0568578398199109	0.184973757994986	0.200584858569797	3.25326742241464	3.9343207122252	0.0574594239973143	0.0565816047239388	0.201839171029071	0.192614771479149	3.78938023568078	3.53241371693666
30	0.4	0	0.0568946157702607	0.240676811029317	0.188984869635221	4.23022122165594	5.12140509370076	0.0568946157702607	0.0568946157702607	0.234584848448548	0.224865257253399	4.1231467208742	3.95231172948597
30	0.4	0.2	0.0519245001901484	0.197940101132753	0.134411535175797	3.81207523246047	4.77995817441353	0.0519245001901484	0.0519245001901484	0.192250324562547	0.18402958577194	3.70249735401445	3.54417635409144
30	0.4	0.4	0.0550773917310199	0.199903169107046	0.188296810164447	3.62949592971482	4.50911220034245	0.0550773917310199	0.0550773917310199	0.266589464365107	0.253601010863673	4.84027031757501	4.60444844778013
30	0.4	0.6	0.0545667245824742	0.163611748510158	0.159347639976948	2.99837950256422	3.45018181871961	0.0545667245824742	0.0545667245824742	0.23209393582403	0.229385035196492	4.25339687510901	4.2037530555786
30	0.4	0.8	0.05243513997183	0.152621557727303	0.168908123970424	2.9106732204643	3.6015676988418	0.05243513997183	0.05243513997183	0.210002904022991	0.203400249990893	4.00500321226972	3.87908280783015
30	0.4	1	0.0498115381016454	0.140120210992123	0.13394855013983	2.81300711305468	3.56658164920929	0.0498115381016454	0.0498115381016454	0.16867977908784	0.1631766301383	3.38635957684407	3.2758801746961
30	0.6	0	0.0517614041285122	0.196700768325818	0.179376494394891	3.80014359420107	4.37379144641969	0.0517614041285122	0.0517614041285122	0.192148096392583	0.187399040068171	3.71218863992795	3.62043965428181
30	0.6	0.2	0.0538588947684477	0.197059632748464	0.186961385193209	3.65881315603802	4.43746721774778	0.0538588947684477	0.0538588947684477	0.213959812563363	0.208804202220172	3.97259939111686	3.87687499191863
30	0.6	0.4	0.0546015366226524	0.202611947139623	0.209918791880859	3.71073709042038	4.66020351138462	0.0546015366226524	0.0546015366226524	0.222674077162316	0.219594466502021	4.07816502859988	4.02176349027728
30	0.6	0.6	0.0526277739905167	0.182144071457148	0.197479586573886	3.46098756694459	4.30755568112299	0.0526277739905167	0.0526277739905167	0.184208898304814	0.181588071447158	3.50022211347963	3.45042280298383
30	0.6	0.8	0.0488174813256088	0.143577390550155	0.145913131158114	2.94110606797808	3.34600268610814	0.0488174813256088	0.0488174813256088	0.184560529840566	0.182057769483982	3.78062376077048	3.72935605320706
30	0.6	1	0.0535746462029112	0.155682479706865	0.169930080561698	2.90589841913702	3.51555539083495	0.0535746462029112	0.0535746462029112	0.183629103955861	0.180276053949405	3.42753740753369	3.36495089984578
30	0.8	0	0.0525499048451138	0.193383038143445	0.202548539702732	3.67998835989188	4.55962481017994	0.0525499048451138	0.0525499048451138	0.195688871791857	0.192312264705531	3.72386729088535	3.65961204444335
30	0.8	0.2	0.0531268433672679	0.169410926582256	0.176969077457313	3.1888009120194	3.57919357858085	0.0531268433672679	0.0531268433672679	0.18572498450498	0.18668542719078	3.49587840596997	3.51395669982153
30	0.8	0.4	0.0539517633619185	0.185054275616469	0.195820567996667	3.42999494520855	4.08655553873195	0.0539517633619185	0.0539517633619185	0.210277342691162	0.205795044959367	3.89750639438016	3.81442666811195
30	0.8	0.6	0.0529043208946952	0.175485231040712	0.186056754575396	3.31703021743747	4.00867326866474	0.0529043208946952	0.0529043208946952	0.197046781674838	0.194515730005031	3.72458767719663	3.67674561766344
30	0.8	0.8	0.0541919691449625	0.173311070623049	0.192970805420169	3.19809509337898	3.81229085062772	0.0541919691449625	0.0541919691449625	0.208799503148738	0.202012823142259	3.85296025302575	3.72772619872659
30	0.8	1	0.053334091118556	0.154933359245462	0.154565886050063	2.90495921081812	3.34942414912655	0.053334091118556	0.053334091118556	0.194909184091837	0.187976913961711	3.65449527692475	3.52451705877688
30	1	0	0.052552856587583	0.174924717187996	0.185425946256809	3.32854821881037	4.01444320897439	0.0529685053851394	0.0514258421688139	0.188535853559891	0.183179090946852	3.84312827833319	3.60341354916003
30	1	0.2	0.052552856587583	0.174924717187996	0.184386884921413	3.32854821881037	3.96765250028051	0.0536577978046618	0.0515303764815682	0.186764388301702	0.181413299194212	3.76470738605085	3.50405274916123
30	1	0.4	0.052552856587583	0.174924717187996	0.185047416488579	3.32854821881037	4.04423611076474	0.052631474429681	0.05153491166649	0.191941501868905	0.186877007730876	3.9105745059421	3.60382992040425
30	1	0.6	0.052552856587583	0.174924717187996	0.196179848817663	3.32854821881037	4.00775383199923	0.0531481201053289	0.0523500621828367	0.195904836444693	0.191129243833448	3.95994851872575	3.67508522920887
30	1	0.8	0.052552856587583	0.174924717187996	0.186213904410016	3.32854821881037	3.91041005762543	0.0510062619699881	0.0508349690839099	0.191097241442216	0.184314626635976	4.06473863323722	3.68764696271063
30	1	1	0.052552856587583	0.174924717187996	0.178973091316786	3.32854821881037	3.91823205676073	0.0527461621568633	0.0510670449784	0.188543684789978	0.185284208181948	3.85433236370632	3.50801459096075
31	0.4	0	0.0558463101787277	0.212160265877714	0.174230702629362	3.79900239064545	4.43920214024717	0.0558463101787277	0.0558463101787277	0.222267268165946	0.214475364874005	3.97998126384022	3.84045721530408
31	0.4	0.2	0.0555343615936836	0.254802165996767	0.266967174848458	4.58818934232149	6.09271525155904	0.0555343615936836	0.0555343615936836	0.244328680908917	0.227836910608829	4.39959466350841	4.10262950847972
31	0.4	0.4	0.0605070242162256	0.197636581059205	0.184479307119117	3.26634111690799	3.82004453129832	0.0605070242162256	0.0605070242162256	0.226574127382196	0.221847272980287	3.74459214144327	3.6664713866526
31	0.4	0.6	0.059288210887026	0.174409302286152	0.184057939943579	2.94171977323602	3.35488284457708	0.059288210887026	0.059288210887026	0.22727827581931	0.21791120897865	3.83344803998875	3.67545597545321
31	0.4	0.8	0.0538795510408328	0.161063384835848	0.173195065514294	2.98932306829702	3.6764132577141	0.0538795510408328	0.0538795510408328	0.197749661349601	0.191894118141144	3.67021731862122	3.56153892217321
31	0.4	1	0.0611836385280673	0.160772166658399	0.154248103082961	2.62769868752814	3.15129402797596	0.0611836385280673	0.0611836385280673	0.204452018591478	0.199531643370568	3.34161261915941	3.26119283146319
31	0.6	0	0.0558002370546427	0.214490927038976	0.210859686053498	3.84390709360131	4.8053832322128	0.0558002370546427	0.0558002370546427	0.229625198682354	0.223644363293981	4.11512944752353	4.00794647296884
31	0.6	0.2	0.0587027345015363	0.22321550286145	0.234991398700387	3.8024719760816	4.7291858638721	0.0587027345015363	0.0587027345015363	0.215696807057142	0.20321786087049	3.67439113166861	3.46181251343873
31	0.6	0.4	0.0540450700058997	0.165138499224254	0.167915571953232	3.0555700863414	3.47214968830509	0.0540450700058997	0.0540450700058997	0.198932598031671	0.19193788767091	3.68086484132512	3.55144118880699
31	0.6	0.6	0.0577075477608524	0.211790269434253	0.23418657318111	3.67006184896194	4.83743433512817	0.0577075477608524	0.0577075477608524	0.22343579635372	0.214709857219268	3.87186434051344	3.72065467257513
31	0.6	0.8	0.0559888990928612	0.160751796299845	0.179866932717936	2.87113693793528	3.31044086930584	0.0559888990928612	0.0559888990928612	0.195875064622065	0.185151841466316	3.49846251302768	3.30693841933255
31	0.6	1	0.0583480101276486	0.16778047960213	0.173491296204403	2.87551330773877	3.41035995486002	0.0583480101276486	0.0583480101276486	0.252720319728111	0.249209928782605	4.33125858405851	4.2710955907049
31	0.8	0	0.0579931113533713	0.203342993158783	0.211772770972048	3.50633012117158	4.07591448393729	0.0579931113533713	0.0579931113533713	0.216424853781511	0.211044284021865	3.73190623387599	3.63912677034868
31	0.8	0.2	0.0580475304021404	0.195742933465604	0.19485491034139	3.37211474992201	4.03326405996927	0.0580475304021404	0.0580475304021404	0.21252569567601	0.204222505512422	3.66123578735701	3.51819455707442
31	0.8	0.4	0.0559345589039407	0.179650610092259	0.184740315095891	3.2117998892381	3.74824618571579	0.0559345589039407	0.0559345589039407	0.196400568643354	0.190461334272433	3.51125623392585	3.40507439415983
31	0.8	0.6	0.0556723940003921	0.18025519603884	0.174392220631433	3.23778417068917	3.90399281086815	0.0556723940003921	0.0556723940003921	0.200808577992885	0.197423498853292	3.6069686170038	3.54616506794915
31	0.8	0.8	0.0555426923821748	0.189737162796731	0.209854216792634	3.41605987500928	4.12851645487471	0.0555426923821748	0.0555426923821748	0.194414902280852	0.18717355570041	3.50027868550435	3.36990426053742
31	0.8	1	0.0585269966830627	0.180859521687792	0.187519608490725	3.09018968916496	3.6627081189206	0.0585269966830627	0.0585269966830627	0.205075115111962	0.198716708006835	3.50394051863777	3.39529993454015
31	1	0	0.0565144160824793	0.180315369569346	0.186341495222629	3.19060838045618	3.67655183755499	0.0556822693836074	0.0549049016306063	0.194204237541615	0.189804471972989	3.75193011992741	3.47331821938744
31	1	0.2	0.0565144160824793	0.180315369569346	0.19854537937007	3.19060838045618	3.77408021543404	0.0562390721566303	0.0547076795153851	0.192433905225793	0.190145665361462	3.67445931869484	3.35357395977453
31	1	0.4	0.0565144160824793	0.180315369569346	0.187139021907201	3.19060838045618	3.66239376562674	0.0572237598308327	0.0562022952580518	0.197833399724378	0.193361678202867	3.6977885425574	3.43027660689961
31	1	0.6	0.0565144160824793	0.180315369569346	0.183804556893056	3.19060838045618	3.72558204607469	0.0578452431159848	0.0559013303526867	0.193485265868012	0.18892531861414	3.62851475267574	3.26755796132555
31	1	0.8	0.0565144160824793	0.180315369569346	0.193436949178062	3.19060838045618	3.63650943444489	0.0575505022873612	0.0550526345195574	0.190308977023746	0.186246494770762	3.5901160165192	3.34417015767218
31	1	1	0.0565144160824793	0.180315369569346	0.186591831078239	3.19060838045618	3.71438045598746	0.0571588848320966	0.0547647137510498	0.196714367441094	0.190218022178141	3.68421767128726	3.40628928772429
32	0.4	0	0.0516735456265813	0.240517597763634	0.204453149090635	4.65455959809171	5.95585639893752	0.0516735456265813	0.0516735456265813	0.218647949810275	0.212130723275133	4.23133243827188	4.1052093620224
32	0.4	0.2	0.0523791594845826	0.185821938135886	0.142441540225243	3.5476311564446	4.17840369407133	0.0523791594845826	0.0523791594845826	0.211196845834769	0.204120525792287	4.03207779416416	3.89697978739746
32	0.4	0.4	0.049516973059526	0.186024386689156	0.171195845105478	3.75678025523753	4.91570150228091	0.049516973059526	0.049516973059526	0.204077379491334	0.200789590211423	4.12136216900831	4.05496495050388
32	0.4	0.6	0.0550453488610993	0.210758114519407	0.237339917772468	3.82880877095049	5.21264590154347	0.0550453488610993	0.0550453488610993	0.262360799332341	0.250789322813457	4.76626644685964	4.55604929394298
32	0.4	0.8	0.0528987307959513	0.163263922952517	0.184068028571614	3.08634858522943	3.88375570004151	0.0528987307959513	0.0528987307959513	0.239288485034233	0.228669095461184	4.52352034602213	4.32277092513315
32	0.4	1	0.0527834473453426	0.15964484511068	0.151538375013952	3.02452479214143	3.92466003668516	0.0527834473453426	0.0527834473453426	0.23928619576982	0.229273248226387	4.53335672079656	4.34365809277929
32	0.6	0	0.0510268929891452	0.197315613382635	0.184910470523337	3.86689453000027	4.57569552200153	0.0510268929891452	0.0510268929891452	0.217757315055112	0.209076652508365	4.26750096466652	4.09738160136149
32	0.6	0.2	0.0561788297363156	0.211644216178788	0.202646558458711	3.76733045476693	4.55205133233108	0.0561788297363156	0.0561788297363156	0.21939322387336	0.209387165800239	3.9052651132663	3.7271542818359
32	0.6	0.4	0.0568320231517324	0.178814342002605	0.184419431192937	3.14636594099772	3.64320649380804	0.0568320231517324	0.0568320231517324	0.201129496321169	0.197661981423958	3.53901700427214	3.478003605401
32	0.6	0.6	0.053769448878868	0.180633293369815	0.196236097207478	3.3594038461645	4.30024668924063	0.053769448878868	0.053769448878868	0.218874003008139	0.210027999285142	4.07060156969842	3.90608428511688
32	0.6	0.8	0.0530573781545942	0.162164141008371	0.16098527667995	3.05639190341955	3.61214751917941	0.0530573781545942	0.0530573781545942	0.192273937184497	0.186539457813905	3.62388689136251	3.51580617629431
32	0.6	1	0.0560983254236228	0.158738085903926	0.176800729497214	2.8296403627956	3.2900857072026	0.0560983254236228	0.0560983254236228	0.227249499145332	0.216875971443411	4.05091413031089	3.86599724333456
32	0.8	0	0.0538275077255231	0.181279105616916	0.181901557694291	3.36777817284972	3.88502490797059	0.0535259188133751	0.052343743883399	0.195725531076223	0.187186579583788	3.86478588725764	3.54877201324705
